pid,delay,cfmt_raw,sex,age_year,participant_race,lineup,lineup_race,lineup_type,chooser,lineup_accuracy,lineup_decision,confidence,decision_time_sec,cross_race,expression,justification,cat,celebrity,kept,expression_spellcheck,justification_spellcheck,express_num,just_num,log_rt,mad_rt,statement
494,5Minute,52,Female,36,White,WD2.P.LINE,White,TP,Yes,1,Target,60,13.559,No,not certain,I remember a white male with brown hair that was messy,Omany,No,Yes,not certain,I remember a white male with brown hair that was messy,FALSE,FALSE,2.607050533480172,0.984429998,not certain I remember a white male with brown hair that was messy
494,5Minute,52,Female,36,White,WD3.P.LINE,White,TP,Yes,1,Target,100,6.175,No,certain,I remember thinking he looks dorky,?,No,Yes,certain,I remember thinking he looks dorky,FALSE,FALSE,1.820508882514041,-0.199722907,certain I remember thinking he looks dorky
495,Day,61,Female,33,White,WC2.NP.LINE,White,TA,Yes,0,Foil,40,7.729,No,LITTLE CERTAIN,LOOKED LIKE SOMEONE I KNEW,U1,No,Yes,LITTLE CERTAIN,LOOKED LIKE SOMEONE I KNEW,FALSE,FALSE,2.044979488124734,0.13822171308729048,LITTLE CERTAIN LOOKED LIKE SOMEONE I KNEW
495,Day,61,Female,33,White,WC3.NP.LINE,White,TA,Yes,0,Foil,20,10.988,No,NOT CERTAIN,I THINK IT WAS THE HAIR AND THE EARS,Omany,No,Yes,NOT CERTAIN,I THINK IT WAS THE HAIR AND THE EARS,FALSE,FALSE,2.396803768233027,0.6678996302182173,NOT CERTAIN I THINK IT WAS THE HAIR AND THE EARS
495,Day,61,Female,33,White,WD2.P.LINE,White,TP,Yes,1,Target,20,6.168,No,LITTLE CERTAIN,I THINK IT WAS THE HAIR AND HOW YOUNG HE LOOKS,Omany,No,Yes,LITTLE CERTAIN,I THINK IT WAS THE HAIR AND HOW YOUNG HE LOOKS,FALSE,FALSE,1.8193746362610284,-0.201430536,LITTLE CERTAIN I THINK IT WAS THE HAIR AND HOW YOUNG HE LOOKS
495,Day,61,Female,33,White,WD3.P.LINE,White,TP,Yes,1,Target,40,6.945,No,LITTLE CERTAIN,THE EYES AND THE MOUTH,Omany,No,Yes,LITTLE CERTAIN,THE EYES AND THE MOUTH,FALSE,FALSE,1.9380219762063071,-0.022804786,LITTLE CERTAIN THE EYES AND THE MOUTH
496,Day,53,Male,35,White,WC1.NP.LINE,White,TA,Yes,0,Foil,60,39.486,No,The person has an oddly shaped head.,The person has and oddly shaped head compared to the rest of the pictures provided.,O1,No,Yes,The person has an oddly shaped head.,The person has and oddly shaped head compared to the rest of the pictures provided.,FALSE,FALSE,3.675946178702037,2.593672028537373,The person has an oddly shaped head. The person has and oddly shaped head compared to the rest of the pictures provided.
496,Day,53,Male,35,White,WC2.NP.LINE,White,TA,Yes,0,Foil,60,7.559,No,Im certain somewhat due to the persons head shape.,The head shape and complexion contrasts drastically to the other pictures provided.,?,No,Yes,I'm certain somewhat due to the persons head shape.,The head shape and complexion contrasts drastically to the other pictures provided.,FALSE,FALSE,2.022738906,0.1047381085794914,I'm certain somewhat due to the persons head shape. The head shape and complexion contrasts drastically to the other pictures provided.
496,Day,53,Male,35,White,WC3.NP.LINE,White,TA,Yes,0,Foil,60,34.115,No,The person had a different face,The Person had a different face and upper body shape.,?,No,Yes,The person had a different face,The Person had a different face and upper body shape.,FALSE,FALSE,3.529737170267387,2.37355168,The person had a different face The Person had a different face and upper body shape.
496,Day,53,Male,35,White,WD1.P.LINE,White,TP,Yes,0,Foil,80,16.861,No,The person had much more ruddy skin complexion.,The person has a diff face and skin complexion.,Omany,No,Yes,The person had much more ruddy skin complexion.,The person has a diff face and skin complexion.,FALSE,FALSE,2.8250032627958435,1.312561835813396,The person had much more ruddy skin complexion. The person has a diff face and skin complexion.
496,Day,53,Male,35,White,WD2.P.LINE,White,TP,Yes,0,Foil,80,19.651,No,Im certain due to the pictures provided,The person has a lighter complexion and different face compared to the other pictures provided.,Omany,No,Yes,I'm certain due to the pictures provided,The person has a lighter complexion and different face compared to the other pictures provided.,FALSE,FALSE,2.9781282276056302,1.5430942834211312,I'm certain due to the pictures provided The person has a lighter complexion and different face compared to the other pictures provided.
496,Day,53,Male,35,White,WD3.P.LINE,White,TP,Yes,0,Foil,40,14.131,No,Person has a nicer clean look.,Person is smaller then the other pictures provided.,?,No,Yes,Person has a nicer clean look.,Person is smaller then the other pictures provided.,FALSE,FALSE,2.648370965600609,1.0466386674418868,Person has a nicer clean look. Person is smaller then the other pictures provided.
497,Day,62,Male,43,White,WC1.P.LINE,White,TP,Yes,1,Target,20,8.566,No,a little certain,he seems a little familiar,F,No,Yes,a little certain,he seems a little familiar,FALSE,FALSE,2.1478008791931793,0.2930212062913264,a little certain he seems a little familiar
497,Day,62,Male,43,White,WC2.P.LINE,White,TP,Yes,1,Target,80,12.364,No,fairly certain,he looks familiar,F,No,Yes,fairly certain,he looks familiar,FALSE,FALSE,2.514789024,0.8455286007102994,fairly certain he looks familiar
497,Day,62,Male,43,White,WC3.P.LINE,White,TP,Yes,0,Foil,0,17.675,No,not too certain,he seems slightly familiar,F,No,Yes,not too certain,he seems slightly familiar,FALSE,FALSE,2.8721512117826364,1.3835439391765656,not too certain he seems slightly familiar
498,5Minute,66,Female,44,White,WC1.P.LINE,White,TP,Yes,1,Target,60,18.477,No,Kinda.,There were two white men who looked a bit like Kurt Cousins.  Might be him.,U1,No,Yes,Kinda.,There were two white men who looked a bit like Kurt Cousins.  Might be him.,FALSE,FALSE,2.916526715373016,1.4503520750623362,Kinda. There were two white men who looked a bit like Kurt Cousins.  Might be him.
498,5Minute,66,Female,44,White,WC2.P.LINE,White,TP,Yes,1,Target,60,11.726,No,Kinda.,Not sure.  Looks familiar.,F,No,Yes,Kinda.,Not sure.  Looks familiar.,FALSE,FALSE,2.4618085985420235,0.7657655964639815,Kinda. Not sure.  Looks familiar.
498,5Minute,66,Female,44,White,WC3.P.LINE,White,TP,Yes,0,Foil,60,12.849,No,Mostly.,No features personally distinctive to make sure.,?,No,Yes,Mostly.,No features personally distinctive to make sure.,FALSE,FALSE,2.5532659873013435,0.9034563754214744,Mostly. No features personally distinctive to make sure.
498,5Minute,66,Female,44,White,WD3.NP.LINE,White,TA,Yes,0,Foil,40,13.054,No,ehhh.  Kinda.,I remember one individual in line-up with sticky-outy ear.,O1,No,Yes,ehhh.  Kinda.,I remember one individual in line-up with sticky-outy ear.,FALSE,FALSE,2.5690946002130257,0.927286643,ehhh.  Kinda. I remember one individual in line-up with sticky-outy ear.
499,Day,56,Male,27,White,WC1.NP.LINE,White,TA,Yes,0,Foil,60,4.291,No,Very,I recognize that skinny and smug look,Omany,No,Yes,Very,I recognize that skinny and smug look,FALSE,FALSE,1.4565198060093878,-0.747715149,Very I recognize that skinny and smug look
499,Day,56,Male,27,White,WC2.NP.LINE,White,TA,Yes,0,Foil,40,4.203,No,Very,Messy/greasy hair with tired eyes and skinny lips,Omany,No,Yes,Very,Messy/greasy hair with tired eyes and skinny lips,FALSE,FALSE,1.4357985560229798,-0.778911372,Very Messy/greasy hair with tired eyes and skinny lips
499,Day,56,Male,27,White,WC3.NP.LINE,White,TA,Yes,0,Foil,40,5.223,No,Somewhat certain,I know one of these was in the lineup but the faces are really similar,?,No,Yes,Somewhat certain,I know one of these was in the lineup but the faces are really similar,FALSE,FALSE,1.6530719494541617,-0.451802286,Somewhat certain I know one of these was in the lineup but the faces are really similar
499,Day,56,Male,27,White,WD1.P.LINE,White,TP,Yes,1,Target,60,4.088,No,Somewhat,Nose and lips,Omany,No,Yes,Somewhat,Nose and lips,FALSE,FALSE,1.4080558529014033,-0.820678521,Somewhat Nose and lips
500,5Minute,71,Female,24,White,WC1.NP.LINE,White,TA,Yes,0,Foil,60,5.883,No,moderately,he looks very familiar,F,No,Yes,moderately,he looks very familiar,FALSE,FALSE,1.7720668358823188,-0.272653299,moderately he looks very familiar
500,5Minute,71,Female,24,White,WC3.NP.LINE,White,TA,Yes,0,Foil,40,19.101,No,moderately,i can't be sure,?,No,Yes,moderately,I can't be sure,FALSE,FALSE,2.949740689702998,1.5003563235960924,moderately I can't be sure
500,5Minute,71,Female,24,White,WD1.P.LINE,White,TP,Yes,1,Target,100,4.081,No,very,because he's cute and hard to forget,?,No,Yes,very,because he's cute and hard to forget,FALSE,FALSE,1.4063420564236688,-0.823258673,very because he's cute and hard to forget
500,5Minute,71,Female,24,White,WD2.P.LINE,White,TP,Yes,1,Target,80,4.048,No,very,definitely seen his picture before,R,No,Yes,very,definitely seen his picture before,FALSE,FALSE,1.3982229319851645,-0.835482164,very definitely seen his picture before
501,Day,61,Male,33,White,WC1.P.LINE,White,TP,Yes,0,Foil,80,5.733,No,quite certain,his smile,O1,No,Yes,quite certain,his smile,FALSE,FALSE,1.7462389539262455,-0.311537649,quite certain his smile
501,Day,61,Male,33,White,WC2.P.LINE,White,TP,Yes,0,Foil,60,12.999,No,not sure but I think I saw this one,his long neck,O1,No,Yes,not sure but I think I saw this one,his long neck,FALSE,FALSE,2.564872431425882,0.9209300902750648,not sure but I think I saw this one his long neck
501,Day,61,Male,33,White,WC3.P.LINE,White,TP,Yes,1,Target,20,14.513,No,very uncertain but i think i have seen it,his nose,O1,No,Yes,very uncertain but I think I have seen it,his nose,FALSE,FALSE,2.6750447994882256,1.086796614389551,very uncertain but I think I have seen it his nose
501,Day,61,Male,33,White,WD1.NP.LINE,White,TA,Yes,0,Foil,40,47.948,No,half sure,his long face,O1,No,Yes,half sure,his long face,TRUE,FALSE,3.8701170903448534,2.8859999031647954,half sure his long face
502,Day,52,Male,36,White,WC1.NP.LINE,White,TA,Yes,0,Foil,100,2.402,No,Very certain,I know I saw him,R,No,Yes,Very certain,I know I saw him,FALSE,FALSE,0.8763017236577919,-1.621244131,Very certain I know I saw him
502,Day,52,Male,36,White,WC3.NP.LINE,White,TA,Yes,0,Foil,60,10.126,No,somewhat certain,i think i saw him,R,No,Yes,somewhat certain,I think I saw him,FALSE,FALSE,2.3151063735477173,0.5449027016417743,somewhat certain I think I saw him
502,Day,52,Male,36,White,WD2.P.LINE,White,TP,Yes,0,Foil,60,2.493,No,pretty certain,pretty sure i saw him,R,No,Yes,pretty certain,pretty sure I saw him,FALSE,FALSE,0.9134868045414208,-1.565261309,pretty certain pretty sure I saw him
502,Day,52,Male,36,White,WD3.P.LINE,White,TP,Yes,1,Target,60,5.012,No,somewhat ertain,looks somewhat familiar,F,No,Yes,somewhat certain,looks somewhat familiar,FALSE,FALSE,1.6118350370338217,-0.513885215,somewhat certain looks somewhat familiar
503,Day,61,Male,36,White,WC1.P.LINE,White,TP,Yes,1,Target,80,5.132,No,Fairly certain,I do believe I saw this face yesterday.,R,No,Yes,Fairly certain,I do believe I saw this face yesterday.,FALSE,FALSE,1.635495447,-0.478264034,Fairly certain I do believe I saw this face yesterday.
503,Day,61,Male,36,White,WC2.P.LINE,White,TP,Yes,0,Foil,40,16.411,No,Fairly certain,"I believe this face to be familiar, like I saw it yesterday.",F,No,Yes,Fairly certain,"I believe this face to be familiar, like I saw it yesterday.",FALSE,FALSE,2.7979518416974907,1.2718354243832446,"Fairly certain I believe this face to be familiar, like I saw it yesterday."
503,Day,61,Male,36,White,WD1.NP.LINE,White,TA,Yes,0,Foil,40,8.814,No,not very certain,"That face looks very familiar, I believe that I saw it yesterday",F,No,Yes,not very certain,"That face looks very familiar, I believe that I saw it yesterday",FALSE,FALSE,2.1763413664197953,0.3359894341334827,"not very certain That face looks very familiar, I believe that I saw it yesterday"
503,Day,61,Male,36,White,WD3.NP.LINE,White,TA,Yes,0,Foil,60,12.849,No,Kind of certain,"I believe this face to look familiar, like I saw it yesterday.",F,No,Yes,Kind of certain,"I believe this face to look familiar, like I saw it yesterday.",FALSE,FALSE,2.5532659873013435,0.9034563754214744,"Kind of certain I believe this face to look familiar, like I saw it yesterday."
504,Day,57,Male,30,White,WD1.P.LINE,White,TP,Yes,1,Target,80,2.875,No,He looks familiar,"He had prominent eyebrows and facial expression, he just looks familiar",FO,No,Yes,He looks familiar,"He had prominent eyebrows and facial expression, he just looks familiar",FALSE,FALSE,1.0560526742493137,-1.350625773,"He looks familiar He had prominent eyebrows and facial expression, he just looks familiar"
504,Day,57,Male,30,White,WD2.P.LINE,White,TP,Yes,1,Target,40,4.839,No,Somewhat Certain,"He looks familiar, but unsure if he was in the original lineup",F,No,Yes,Somewhat Certain,"He looks familiar, but unsure if he was in the original lineup",FALSE,FALSE,1.5767080878111817,-0.566769483,"Somewhat Certain He looks familiar, but unsure if he was in the original lineup"
505,5Minute,57,Male,32,White,WC3.P.LINE,White,TP,Yes,0,Foil,20,12.158,No,Not very certain.,Looks familiar but can't accurately decide if this is the exact individual from before.,F,No,Yes,Not very certain.,Looks familiar but can't accurately decide if this is the exact individual from before.,FALSE,FALSE,2.4979873893265307,0.8202334306372082,Not very certain. Looks familiar but can't accurately decide if this is the exact individual from before.
506,Day,70,Female,30,White,WD1.P.LINE,White,TP,Yes,1,Target,100,2.08,No,I am certain.,"I remember this man from yesterday, I recognize his eyes.",O1,No,Yes,I am certain.,"I remember this man from yesterday, I recognize his eyes.",FALSE,FALSE,0.7323678937132266,-1.837939157,"I am certain. I remember this man from yesterday, I recognize his eyes."
506,Day,70,Female,30,White,WD3.P.LINE,White,TP,Yes,1,Target,100,3.656,No,I am certain.,I remember this person from the photos yesterday.,R,No,Yes,I am certain.,I remember this person from the photos yesterday.,FALSE,FALSE,1.2963696535919036,-0.988824146,I am certain. I remember this person from the photos yesterday.
507,Day,60,Male,44,White,WC1.P.LINE,White,TP,Yes,1,Target,80,2.138,No,"Pretty sure, unique face.","unique face, tight lips",Omany,No,Yes,"Pretty sure, unique face.","unique face, tight lips",FALSE,FALSE,0.7598708126028534,-1.796533007,"Pretty sure, unique face. unique face, tight lips"
507,Day,60,Male,44,White,WC3.P.LINE,White,TP,Yes,0,Foil,80,8.659,No,remember his face,unique nose,O1,No,Yes,remember his face,unique nose,FALSE,FALSE,2.158599242465664,0.30927834057674963,remember his face unique nose
507,Day,60,Male,44,White,WD1.NP.LINE,White,TA,Yes,0,Foil,80,9.063,No,pretty sure on this one.,Unique nose.,O1,No,Yes,pretty sure on this one.,Unique nose.,FALSE,FALSE,2.2042001910726445,0.3779314064478861,pretty sure on this one. Unique nose.
507,Day,60,Male,44,White,WD2.NP.LINE,White,TA,Yes,0,Foil,80,2.398,No,Pretty certain,He has a unique chin,O1,No,Yes,Pretty certain,He has a unique chin,FALSE,FALSE,0.8746350566053226,-1.623753329,Pretty certain He has a unique chin
508,Day,50,Male,41,White,WC1.NP.LINE,White,TA,Yes,0,Foil,40,13.784,No,Low certainty.,I think I remember this white man from earlier.,R,No,Yes,Low certainty.,I think I remember this white man from earlier.,FALSE,FALSE,2.6235084992256286,1.0092077675614581,Low certainty. I think I remember this white man from earlier.
509,Day,52,Male,29,White,WC3.P.LINE,White,TP,Yes,0,Foil,60,6.797,No,I'm semi-certain.,"The expression, angle of his face, and eyes seem familiar. It rings a bell but I can't be sure.",FO,No,Yes,I'm semi-certain.,"The expression, angle of his face, and eyes seem familiar. It rings a bell but I can't be sure.",FALSE,FALSE,1.9164813383645012,-0.055234612,"I'm semi-certain. The expression, angle of his face, and eyes seem familiar. It rings a bell but I can't be sure."
